"unidad_organica_id";"unidad_organica_dir3";"unidad_organica_sirhus_id";"unidad_organica_nombre";"nivel_administracion_id";"tipo_entidad_publica_id";"unidad_organica_superior_id";"unidad_organica_superior_dir3";"unidad_organica_superior_sirhus_id";"unidad_organica_superior_nombre";"puesto_nombre";"funcion_competencias";"latitud_1";"longitud_1";"direccion_1";"direccion_provincia_nombre_1";"direccion_localidad_nombre_1";"telefono_1";"fax_1";"direccion_1_es_sede";"direccion_datos_adicionales_1";"otros_datos_1";"direccion_codigo_postal_1";"latitud_2";"longitud_2";"direccion_2";"direccion_provincia_nombre_2";"direccion_localidad_nombre_2";"telefono_2";"fax_2";"direccion_2_es_sede";"direccion_datos_adicionales_2";"otros_datos_2";"direccion_codigo_postal_2";"pagina_web";"email"
"42094";"A05003340";"3534410";"Viceconsejería del Gabinete de la Presidencia";"2";"CA";"42091";"A05002844";"319640";"Presidencia del Gobierno";"Viceconsejero";"""La Viceconsejería del Gabinete de la Presidencia es el órgano encargado de prestar apoyo material al Presidente o Presidenta en sus funciones institucionales y de la gestión de las competencias en materia de protocolo atribuidas a la Presidencia del Gobierno.

Corresponden a la Viceconsejería del Gabinete de la Presidencia, como órgano de apoyo material al Presidente o Presidenta, las siguientes competencias:
- La asistencia al Presidente o Presidenta en sus funciones de dirección y coordinación política del Ejecutivo, facilitándole la información política y técnica que resulte necesaria para el ejercicio de sus funciones.
- La realización de las gestiones que el Presidente o Presidenta le encomiende, así como las actuaciones que le indique ante órganos y autoridades del propio Gobierno o de otras instituciones.
- La gestión de las relaciones del Presidente o Presidenta del Gobierno con los ciudadanos, colectivos y asociaciones profesionales, así como con las instituciones estatales, insulares y locales y con los organismos e instituciones de otras Comunidades Autónomas, internacionales 
y de otros Estados.
- El apoyo e impulso al desarrollo de proyectos e iniciativas que correspondan a las materias que tiene atribuidas la Presidencia del Gobierno.
- La dirección y coordinación de la delegación del Gobierno de Canarias situada en territorio español.
- La dirección y coordinación de los asesores del Presidente o Presidenta.
- La organización y coordinación del servicio de seguridad personal asignado a Presidencia, residencia oficial y asistencia material al Presidente o Presidenta.
- La gestión de la secretaría particular.
- La gestión de las ayudas y subvenciones cuya concesión corresponda al Presidente o Presidenta y que no esté atribuida a otro órgano.

En materia de protocolo, corresponden a la Viceconsejería del Gabinete de la Presidencia las competencias siguientes:
- La dirección de la organización, coordinación, interpretación y ejecución de las normas protocolarias de ámbito estatal, autonómico y local y la dirección de los actos protocolarios, ceremonial y organización de actos oficiales del Presidente o Presidenta y del Gobierno de Canarias en general.
- La coordinación de las funciones de los responsables de protocolo de todos los departamentos de la Administración Pública de la Comunidad Autónoma de Canarias para lograr un trabajo coordinado en los temas referentes a protocolo.""";"28.46162234";"-16.25016144";"Avda. José Manuel Guimerá 1";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922923790";"_U";"sí";"_U";"_U";"38071";"28.11863672";"-15.42441462";"Plaza Dr. Rafael O'Shanahan 1";"Las Palmas";"Las Palmas de Gran Canaria";"928211260";"_U";"no";"_U";"_U";"35071";"http://www.gobiernodecanarias.org/presidencia/";"vcgabinete.presidencia@gobiernodecanarias.org"
"42095";"A05017317";"325240";"Dirección General de Relaciones con África";"2";"CA";"24414";"A05003334";"3303410";"Viceconsejería de Acción Exterior";"Director General";"""Bajo la dependencia directa de la Viceconsejería de Acción Exterior, la Dirección General de Relaciones con África es el órgano encargado de la gestión de las competencias en materia de relaciones con África y de cooperación al desarrollo con los países africanos atribuidas a la Presidencia del Gobierno.

Corresponden a la Dirección General de Relaciones con África las competencias siguientes:
- El apoyo al Presidente o Presidenta del Gobierno en materia de relaciones institucionales exteriores de Canarias en el ámbito de África.
- La gestión de las relaciones con los países africanos.
- El seguimiento del plan director y de los programas operativos anuales de cooperación internacional para el desarrollo, así como la gestión de actuaciones de cooperación en el ámbito de África.
- La elaboración, ejecución y seguimiento de programas y actuaciones en materia de proyección exterior e internacionalización no atribuidos a otro órgano. En particular:
       • El incremento de la actividad internacional y exportadora de productos y servicios de las empresas canarias en África.
       • La promoción de la participación de las empresas canarias en los programas de cooperación territorial y de transferencia de tecnología en África.
- La coordinación de programas y actuaciones en materia de proyección exterior e internacionalización en el ámbito de África no atribuidos a otros órganos en los que estén implicados distintos órganos, áreas o departamentos del Gobierno.
- El impulso y ejecución de las iniciativas tendentes a consolidar y promocionar Canarias como plataforma internacional de negocios y operaciones hacia África.
- La promoción de iniciativas, actuaciones, programas y proyectos en materia de cooperación económica con los países africanos por los demás departamentos y entidades dependientes, así como por otros entes públicos o privados de la Comunidad Autónoma.
- El análisis de la información política, social y económica y su difusión entre los agentes económicos y sociales para orientar las actuaciones en el continente africano.
- El apoyo a la autoridad de gestión de los programas operativos y proyectos cofinanciados con recursos de los fondos de la cooperación territorial europea y de vecindad, respecto a los países africanos, en la preparación y gestión de los mismos, de manera coordinada con los representantes del espacio de cooperación, así como las funciones que le sean encomendadas por dicha autoridad.
- El seguimiento, coordinación y dinamización de los proyectos de cooperación territorial europea y de vecindad que impliquen a la Comunidad Autónoma de Canarias y a países africanos.
- Cualesquiera otras que, afectando a la relacionadas con las competencias anteriores, estén previstas por normas autonómicas de igual o superior rango, y sean precisas para el ejercicio de sus funciones.""";"28.46084113";"-16.25048250";"Avda. José Manuel Guimerá 10";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922475151";"_U";"no";"Edf. Servicios Múltiples II";"Planta 5ª";"38071";"28.139184";"-15.433536";"C/ Tomás Miller 38";"Las Palmas";"Las Palmas de Gran Canaria";"928578369";"_U";"sí";"_U";"Planta 4ª";"35071";"http://www.gobiernodecanarias.org/presidencia/";"relacionesconafrica.presidencia@gobiernodecanarias.org"
"42096";"A05033189";"3449310";"Viceconsejería de Servicios Jurídicos";"2";"CA";"42091";"A05002844";"319640";"Presidencia del Gobierno";"Viceconsejero";"""La Viceconsejería de Servicios Jurídicos es el órgano encargado de la dirección de la asistencia jurídica y asesoramiento, así como de la representación y defensa en juicio de la Administración de la Comunidad Autónoma de Canarias.

Corresponden a la Viceconsejería de Servicios Jurídicos las competencias que le atribuye el Reglamento de Organización y Funcionamiento del Servicio Jurídico.""";"28.09411021";"-15.41420774";"C/ Málaga 2";"Las Palmas";"Las Palmas de Gran Canaria";"928115913";"_U";"no";"Edf. Torre 3. planta 6ª";"_U";"35071";"28.461812";"-16.249400";"Plaza de San Telmo 1";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922924086";"_U";"sí";"Antiguo Cuartel San Carlos";"_U";"38071";"http://www.gobiernodecanarias.org/presidencia/";"vcsj.apjs@gobiernodecanarias.org"
"42097";"A05046372";"3534510";"Dirección General de Servicios Jurídicos";"2";"CA";"42096";"A05033189";"3449310";"Viceconsejería de Servicios Jurídicos";"Director General";"""Bajo la dirección de la Viceconsejería de Servicios Jurídicos, la Dirección General de Servicios Jurídicos es el órgano responsable de la coordinación interna de la asistencia jurídica y asesoramiento y de la representación y defensa en juicio de la Administración Pública de la Comunidad Autónoma de Canarias.

Corresponden a la Dirección General de Servicios Jurídicos las competencias que le atribuye el Reglamento de Organización y Funcionamiento del Servicio Jurídico.""";"28.09411021";"-15.41420774";"C/ Málaga 2";"Las Palmas";"Las Palmas de Gran Canaria";"928429833";"_U";"no";"Edf. Torre 3. planta 6ª";"_U";"35071";"28.461812";"-16.249400";"Plaza de San Telmo 1";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922924086";"_U";"sí";"Antiguo Cuartel San Carlos";"_U";"38071";"http://www.gobiernodecanarias.org/presidencia/";"vcsj.apjs@gobiernodecanarias.org"
"42098";"A05003342";"3533610";"Viceconsejería del Gabinete de la Vicepresidencia";"2";"CA";"7251";"A05003332";"321840";"Vicepresidencia del Gobierno";"Viceconsejero";"""Bajo la dependencia directa del Vicepresidente o Vicepresidenta, la Viceconsejería del Gabinete de la Vicepresidencia es el órgano de asistencia material al Vicepresidente o Vicepresidenta del Gobierno en sus funciones institucionales.

Corresponden a la Viceconsejería del Gabinete de la Vicepresidencia las competencias siguientes:
- El apoyo al Vicepresidente o Vicepresidenta del Gobierno en sus funciones de asistencia política.
- La gestión de la secretaría particular del Vicepresidente o Vicepresidenta del Gobierno y de las cuestiones relativas al protocolo.
- La dirección de la agenda del Vicepresidente o Vicepresidenta y la coordinación de las relaciones de la Vicepresidencia con los medios de comunicación social.
- La realización de las gestiones que el Vicepresidente o Vicepresidenta le encargue, así como las actuaciones que le indique ante órganos y autoridades del propio Gobierno o de otras instituciones.
- Cualesquiera otras que, relacionadas con las anteriores, estén previstas por normas autonómicas de igual o superior rango, y sean precisas para el ejercicio de sus funciones.""";"28.46162234";"-16.25016144";"Avda. José Manuel Guimerá 1";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922923800";"_U";"no";"_U";"_U";"38071";"28.11863672";"-15.42441462";"Plaza Dr. Rafael O'Shanahan 1";"Las Palmas";"Las Palmas de Gran Canaria";"928211200";"_U";"sí";"_U";"_U";"35071";"http://www.gobiernodecanarias.org/presidencia/";"vicepresidencia@gobiernodecanarias.org"
"42099";"A05046374";"3533710";"Viceconsejería de Coordinación y Relaciones Institucionales de la Vicepresidencia";"2";"CA";"7251";"A05003332";"321840";"Vicepresidencia del Gobierno";"Viceconsejera";"""Bajo la dependencia directa del Vicepresidente o Vicepresidenta, la Viceconsejería de Coordinación y Relaciones Institucionales de la Vicepresidencia es el órgano responsable la coordinación y las relaciones institucionales de la Vicepresidencia.

Corresponden a la Viceconsejería de Coordinación y Relaciones Institucionales de la Vicepresidencia las competencias siguientes:
- La coordinación de la actividad del personal asesor y del personal adscrito a la Vicepresidencia, con excepción de la secretaría particular.
- El apoyo a la Vicepresidencia en las reuniones de la Comisión de Coordinación y Planificación.
- El apoyo a la Vicepresidencia en la coordinación y seguimiento de la planificación interdepartamental y de su ejecución, en la coordinación de las relaciones bilaterales de cooperación con la Administración del Estado y en la coordinación del proceso de transferencia de competencia de la Administración del Estado.
- El establecimiento de los criterios generales para el desarrollo, fomento e impulso de las relaciones sociales e institucionales de la Vicepresidencia.
- La organización y programación de las relaciones externas y de los actos públicos de la Vicepresidencia, en el ámbito de las relaciones públicas.
- La adopción de las medidas necesarias para garantizar la adecuada organización y desarrollo de los actos oficiales en los que participe la Vicepresidencia.
- La realización de las acciones precisas para dar soporte y asesoramiento al Vicepresidente o Vicepresidenta en las relaciones públicas de la Vicepresidencia con los agentes sociales, la ciudadanía, con las distintas Instituciones estatales, insulares y locales y con los organismos e instituciones de otras Comunidades Autónomas.
- La gestión de los demás asuntos de naturaleza análoga que la Vicepresidencia le encomiende expresamente en su ámbito competencial o que le atribuya la normativa vigente.
- La gestión de ayudas y subvenciones cuya concesión corresponda al vicepresidente o vicepresidenta que no esté atribuido a otro órgano.
- Las demás que, relacionadas con las anteriores, estén previstas por normas autonómicas de igualo superior rango, y sean precisas para el ejercicio de sus funciones.""";"28.46162234";"-16.25016144";"Avda. José Manuel Guimerá 1";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922923800";"_U";"no";"_U";"_U";"38071";"28.11863672";"-15.42441462";"Plaza Dr. Rafael O'Shanahan 1";"Las Palmas";"Las Palmas de Gran Canaria";"928211200";"_U";"sí";"_U";"_U";"35071";"http://www.gobiernodecanarias.org/presidencia/";"vicepresidencia@gobiernodecanarias.org"
"42100";"A05046375";"3533810";"Dirección General de Planificación e Información";"2";"CA";"42099";"A05046374";"3533710";"Viceconsejería de Coordinación y Relaciones Institucionales de la Vicepresidencia";"Director General";"""La Dirección General de Planificación e Información, bajo la dependencia de la Viceconsejería de Coordinación y Relaciones Institucionales de la Vicepresidencia, es el órgano responsable de la coordinación y planificación de acciones informativas y de publicidad de las actividades propias de la Vicepresidencia del Gobierno de Canarias y sus distintas áreas, así como del apoyo a las labores propias de la Dirección General de Comunicación.

Corresponden a la Dirección General de Planificación e Información las competencias siguientes:
- La organización, planificación y análisis de las acciones informativas de los servicios de comunicación de la Vicepresidencia del Gobierno de Canarias y sus distintas áreas.
- La coordinación de informaciones divulgativas a través la web institucional del Gobierno de Canarias, en relación a la actividad de la Vicepresidencia del Gobierno de Canarias y sus distintas áreas.
- La realización y difusión de los comunicados de la Vicepresidencia del Gobierno, así como la reseña de sus actividades.
- La información a los medios de comunicación social sobre la actividad de la Vicepresidencia del Gobierno de Canarias y sus distintas áreas.
- La elaboración y ejecución de campañas institucionales de la Vicepresidencia del Gobierno de Canarias, sin perjuicio de las competencias que otorga la normativa vigente a la Consejería competente en materia de procesos electorales.
- La planificación y realización de estudios e informes sobre las repercusiones en los medios de comunicación de la actividad de la Vicepresidencia del Gobierno de Canarias y sus distintas áreas.
- La planificación, análisis, estudio, coordinación y gestión de las Redes Sociales de la Vicepresidencia del Gobierno de Canarias y sus distintas áreas.
- El apoyo a las actuaciones promovidas por los medios informativos para dar a conocer contenidos vinculados a la actividad de la Vicepresidencia del Gobierno de Canarias y sus distintas áreas.
- La elaboración y fijación de los criterios de gestión de la publicidad institucional y anuncios oficiales que deriven de la actividad de la Vicepresidencia del Gobierno de Canarias y sus distintas áreas.
- La gestión de las ayudas y subvenciones a empresas o personas físicas dedicadas a la elaboración, difusión y/o gestión de contenidos periodísticos, que se concedan con cargo a los créditos consignados en los programas presupuestarios de las áreas asignadas al Vicepresidente o Vicepresidenta del Gobierno y que no estén atribuidas a otro órgano.
- La dirección y gestión de la comunicación institucional de la Vicepresidencia, en coordinación con la Viceconsejería de Comunicación y Relaciones con los Medios de la Presidencia del Gobierno, así como de su presencia en otros soportes y canales de relevancia pública, como las redes sociales y plataformas audiovisuales.
- Cualesquiera otras que, relacionadas con las anteriores, estén previstas por normas autonómicas de igual o superior rango, y sean precisas para el ejercicio de sus funciones.""";"28.46162234";"-16.25016144";"Avda. José Manuel Guimerá 1";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922923800";"_U";"sí";"_U";"_U";"38071";"28.11863672";"-15.42441462";"Plaza Dr. Rafael O'Shanahan 1";"Las Palmas";"Las Palmas de Gran Canaria";"928211200";"_U";"no";"_U";"_U";"35071";"http://www.gobiernodecanarias.org/presidencia/";"vicepresidencia@gobiernodecanarias.org"
"42101";"A05046376";"3533910";"Dirección General de Análisis y Estudios";"2";"CA";"42099";"A05046374";"3533710";"Viceconsejería de Coordinación y Relaciones Institucionales de la Vicepresidencia";"Director General";"""La Dirección General de Análisis y Estudios, bajo la dependencia de la Viceconsejería de Coordinación y Relaciones Institucionales de la Vicepresidencia, es el órgano responsable del análisis y estudio de los sectores materiales de la acción pública que corresponden a la Vicepresidencia.

Corresponden a la Dirección General de Análisis y Estudios las competencias siguientes:
- La elaboración de informes, estudios y análisis sociales y económicos de la Comunidad Autónoma de Canarias.
- El seguimiento de la evolución del entorno económico regional, nacional e internacional, así como el análisis de su repercusión en la Comunidad Autónoma de Canarias.
- El análisis y evaluación del seguimiento de los indicadores de desarrollo de la Comunidad Autónoma de Canarias.
- El fomento de la participación y colaboración de la Universidad, de otras entidades o instituciones públicas y privadas, y de personalidades investigadoras o del ámbito académico, en el desarrollo de las actividades y funciones que le corresponden.
- La organización de actividades que tengan por finalidad el conocimiento y difusión de materias de índole socioeconómica.
- La difusión de los datos socioeconómicos de la Comunidad Autónoma de Canarias obtenidos de los estudios y análisis ejecutados.
- La elaboración de cualesquiera otros informes, dictámenes o estudios de análisis y evaluación del seguimiento de indicadores socioeconómicos de la Comunidad Autónoma de Canarias que se le encomienden por el Vicepresidente o Vicepresidenta.""";"28.46162234";"-16.25016144";"Avda. José Manuel Guimerá 1";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922923857";"_U";"sí";"_U";"_U";"38071";"28.11863672";"-15.42441462";"Plaza Dr. Rafael O'Shanahan 1";"Las Palmas";"Las Palmas de Gran Canaria";"928211253";"_U";"no";"_U";"_U";"35071";"http://www.gobiernodecanarias.org/presidencia/";"amgondiak@gobiernodecanarias.org"
"42102";"A05046373";"3534710";"Portavocía del Gobierno";"2";"CA";"42091";"A05002844";"319640";"Presidencia del Gobierno";"Portavoz del Gobierno";"""La Portavocía del Gobierno, con rango de viceconsejería, será desempeñada por quien designe el Presidente o Presidenta del Gobierno, que asistirá a las reuniones de los órganos colegiados del Gobierno, estando obligado a mantener el secreto propio de las deliberaciones de dichos órganos.

Corresponden a la Portavocía del Gobierno las funciones y competencias siguientes:
- La comparecencia ante los medios de comunicación y prensa tras la celebración del Consejo de Gobierno.
- La comparecencia ante los medios de comunicación a efectos de informar y dar cuenta a la ciudadanía de la acción política e institucional del Gobierno de Canarias, así como de los asuntos de especial trascendencia, relevancia y repercusión.
- La asistencia al Presidente o Presidenta en sus comparecencias públicas.
- Las demás atribuidas en este Reglamento, en las normas de organización de la Administración Pública de la Comunidad Autónoma y en el resto del ordenamiento jurídico.""";"28.46162234";"-16.25016144";"Avda. José Manuel Guimerá 1";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922923875";"_U";"no";"_U";"_U";"38071";"28.11863672";"-15.42441462";"Plaza Dr. Rafael O'Shanahan 1";"Las Palmas";"Las Palmas de Gran Canaria";"928211260";"_U";"sí";"_U";"_U";"35071";"http://www.gobiernodecanarias.org/presidencia/";"vcp.presidencia@gobiernodecanarias.org"
"42103";"A05017335";"425840";"Consejo Económico y Social";"2";"CA";"42091";"A05002844";"319640";"Presidencia del Gobierno";"Presidente";"""El Consejo Económico y Social se crea por Ley Territorial 1/1992, de 27 de abril, como un organismo de Derecho Público de carácter consultivo con la finalidad de realizar informes y dictámenes en materia económica, social y laboral. Además emite informes previos sobre los anteproyectos de Ley y planes del Gobierno en dichas materias.""";"28.13902918";"-15.43195427";"C/ Secretario Artiles 47";"Las Palmas";"Las Palmas de Gran Canaria";"928117130/14 /15";"_U";"sí";"_U";"_U";"35007";"_U";"_U";"_U";"_U";"_U";"_U";"_U";"no";"_U";"_U";"_U";"http://www.cescanarias.org/";"cescanarias.ces@gobiernodecanarias.org"
"42104";"A05033180";"3277910";"""Consejería de Economía, Industria, Comercio y Autónomos""";"2";"CA";"1";"A05003638";"110";"Gobierno de Canarias";"Consejero";"""La Consejería de Economía, Industria, Comercio y Autónomos asume las competencias que tenía atribuidas la Consejería de Economía, Conocimiento y Empleo, y las de promoción y diversificación económica, salvo las de Conocimiento y Empleo. Asume asimismo las competencias en materia de industria, comercio y consumo, que tenía la Consejería de Turismo, Industria y Comercio.

El Consejero o Consejera de Economía, Conocimiento y Empleo, como órgano superior de dirección y jefe del Departamento, tiene atribuidas las funciones y competencias previstas en la Ley 4/2023 de 23 de marzo, de la Presidencia y del Gobierno de Canarias,  en  el artículo 29.1 de la Ley 14/1990, de 26 de julio, de Régimen Jurídico de las Administraciones Públicas de Canarias, las que se recogen en el Reglamento Orgánico y en las demás disposiciones vigentes.

De carácter general, le corresponden las competencias siguientes:
-	La admisión, incoación y resolución de los procedimientos de responsabilidad patrimonial en el ámbito funcional de la Consejería.
-	La propuesta al Gobierno de aprobación de las disposiciones, resoluciones y acuerdos en las materias atribuidas a la Consejería.
-	Los encargos a los entes, organismos y entidades que tengan la consideración de medios técnicos propios de la Administración Pública de la Comunidad Autónoma de Canarias.
-	La concesión y disposición de libramientos en concepto de aportaciones dinerarias y de subvenciones con cargo a los presupuestos de la sección presupuestaria de la Consejería.
-	El seguimiento de las actividades a realizar por las sociedades mercantiles, públicas y participadas, y fundaciones públicas adscritas a la Consejería.
-	Aprobar el plan estratégico de subvenciones en las áreas materiales que tiene encomendadas.
-	Convocar y, en su caso, conceder subvenciones y otras prestaciones económicas destinadas a la atención de las áreas en las que funcionalmente el Departamento sea competente, de acuerdo con las consignaciones presupuestarias.
-	Suscribir los convenios con otras administraciones, departamentos, instituciones y entidades públicas o privadas relativos a planes, programas, servicios, actividades y medios relacionados con las áreas incluidas en el ámbito funcional del Departamento.

En materia de planificación y promoción de la actividad económica, bajo la superior dirección del Gobierno de Canarias:
-	Dirigir y orientar la política económica del Gobierno de Canarias en coordinación con sus diferentes Departamentos.
-	Dirigir la programación y promoción de la actividad económica en Canarias, así como de la creación y establecimientos de empresas en el archipiélago, y el impulso de la internacionalización de las empresas canarias, en coordinación con las Consejerías competentes por razón de la materia.
-	Planificar y coordinar la política de incentivos regionales de Canarias.
-	Suscribir convenios con entidades para la subvención y ayuda a la pequeña y mediana empresa, sin perjuicio de los que puedan celebrar los demás Departamentos.
-	Promover y fomentar el funcionamiento competitivo de los mercados y el diseño de la regulación económica.

En materia de Régimen Económico y Fiscal de Canarias:
-	El impulso, coordinación y participación en los procesos de negociación de los aspectos económicos del Régimen Económico y Fiscal y de sus adaptaciones o modificaciones.
-	La dirección y diseño en el ámbito de su competencias de las actuaciones necesarias para el desarrollo y modificación de los aspectos económicos del Régimen Económico y Fiscal, en coordinación con el resto de departamentos competentes por razón de la materia.
-	La dirección y coordinación de las relaciones de la Comunidad Autónoma con el Consorcio de la Zona Especial Canaria y con el Ministerio competente sobre dicha materia.
-	La elevación al Gobierno de las propuestas de nombramiento de las personas que ostenten la Presidencia y Vicepresidencia del Consejo Rector de la Zona Especial Canaria, así como del nombramiento y remoción de los miembros de este y de la Comisión Técnica del citado Consejo, cuya designación corresponda al Gobierno de Canarias.

En materia de Régimen Específico de Abastecimiento de las Islas Canarias, sin perjuicio de las competencias atribuidas a la Consejería de Hacienda, Presupuestos y Asuntos Europeos:
-	La negociación y coordinación del Régimen Específico de Abastecimiento, en colaboración con los Departamentos competentes del Gobierno de Canarias.
-	La elevación al Gobierno de las propuestas de acuerdo de las Comisiones de Coordinación y Seguimiento del Régimen Específico de Abastecimiento

En materia de acción económica exterior y cooperación económica con los países africanos, sin perjuicio de las competencias atribuidas a la Presidencia del Gobierno:
-	Dirigir las relaciones económicas de la Administración Pública de la Comunidad Autónoma de Canarias con los países africanos, incluyendo la participación en la elaboración, impulso y difusión de los programas operativos cofinanciados con recursos de los fondos de la cooperación territorial europea y de vecindad que afectan a Canarias.
-	Dirigir las iniciativas para consolidar y promocionar Canarias como plataforma internacional de negocios y operaciones entre Europa, América, África y Asia.
-	Coordinar las relaciones con el Consorcio Casa África.

En materia de investigación, innovación tecnológica y sociedad de la información, la dirección y coordinación de las políticas de investigación, innovación tecnológica y sociedad de la información y, en concreto:
-	Elevar al Gobierno propuestas sobre las políticas de investigación, innovación tecnológica y sociedad de la información a desarrollar en Canarias.
-	La propuesta al Gobierno de Canarias, previo informe de la Comisión de Coordinación de Ciencia, Tecnología e Innovación, de aprobación del Plan Canario de Investigación, Desarrollo e Innovación, del Plan Canario de Cooperación Científico-Técnica con redes internacionales y del Plan Canario de Formación del Personal Investigador.

En materia de trabajo:
-	La imposición de sanciones por infracciones en el orden social y por obstrucción calificadas como muy graves, con multas en su grado máximo, salvo que la competencia sancionadora esté atribuida al Servicio Canario de Empleo.
-	La imposición de sanciones por infracciones calificadas como muy graves en materia de prevención de riesgos laborales, con multa en su grado máximo.
-	La propuesta al Gobierno de los acuerdos de suspensión de actividades laborales y cierre de centros de trabajo.
-	La determinación de las fiestas locales de la Comunidad Autónoma de Canarias, a propuesta de los municipios.
-	La propuesta al Gobierno del señalamiento de fiestas propias de la Comunidad Autónoma en sustitución de las fiestas de ámbito nacional, del traslado de fiestas a los lunes, y de la adición de una fiesta más, con carácter de recuperable, al máximo de catorce fiestas laborales, todo ello en los términos establecidos por el Estatuto de los Trabajadores.
-	La suspensión de actividades a las empresas de trabajo temporal por tiempo no superior a un año.
-	El desempeño de las funciones de Autoridad Autonómica de la Inspección de Trabajo y Seguridad Social que le reconoce el artículo 33 de la Ley 23/2015, de 21 de julio, Ordenadora del Sistema de Inspección de Trabajo y Seguridad Social, de acuerdo con lo que disponga el correspondiente convenio de colaboración en los términos regulados en dicha Ley.
-	La convocatoria de los Premios y la Distinción Honorífica del Instituto Canario de Seguridad Laboral, el nombramiento del Jurado, así como la determinación del tipo y características de la Distinción Honorífica y de la cuantía de los Premios y Accésit.
-	La determinación de las compensaciones económicas a los árbitros que deban resolver las impugnaciones de los procesos electorales de elecciones a órganos de representación de trabajadores en las empresas y del personal al servicio de las Administraciones Públicas.

En materia de empleo, emprendeduría y formación profesional ocupacional y continua:
-	La propuesta al Gobierno de planes y programas de fomento del empleo y de la emprendeduría.
-	La elaboración de propuestas en materia de residencia y trabajo de extranjeros en Canarias para su traslado por el Gobierno de Canarias al del Estado.
-	La aprobación en cada ejercicio del Plan de Acción del Observatorio Canario del Empleo y la Formación Profesional.
-	El traslado al Gobierno y a los Departamentos del Gobierno y a los organismos y Entidades afectados, de los resultados de la ejecución del Plan de Acción del Observatorio
-	Canario del Empleo y la Formación Profesional.
-	La propuesta al Gobierno de Canarias de las líneas específicas de subvenciones y de financiación preferente para las personas emprendedoras que desarrollen actividades económicas en Canarias.
-	La propuesta al Gobierno de Canarias de promoción y fomento de la plena igualdad entre personas emprendedoras mediante el establecimiento de medidas que posibiliten la conciliación de la actividad empresarial con la vida familiar y personal.
-	La propuesta al Gobierno de los planes de apoyo al emprendimiento, trabajo autónomo y pymes en sus diferentes formas de organización social y económica para su posterior remisión al Parlamento de Canarias, para su debate y posterior aprobación, en su caso. 
-	La presidencia del Servicio Canario de Empleo, de acuerdo con lo previsto en el artículo 7.2 de la Ley 12/2003, de 4 de abril, del Servicio Canario de Empleo.

En materia de servicios de comunicación audiovisual, la dirección y coordinación de las políticas relativas a los servicios de comunicación audiovisual y, en concreto:
-	Elevar al Gobierno propuestas sobre las políticas relativas a los servicios de comunicación audiovisual a desarrollar en Canarias.""";"28.46084113";"-16.25048250";"Avda. José Manuel Guimerá 10";"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";"922475118";"_U";"sí";"Edf. Servicios Múltiples II";"Planta 6ª";"38071";"28.11873323";"-15.42437482";"C/ León y Castillo 200";"Las Palmas";"Las Palmas de Gran Canaria";"922475118";"_U";"no";"Edf. Servicios Múltiples III";"Planta 4ª";"35071";"https://www.gobiernodecanarias.org/eica/";"consejero.eica@gobiernodecanarias.org"
